Container is store 10000 elements:
0: It Cyclic cipher: ciphered_text = x, deciphered_text = a, Division = 97.0
1431: It Cyclic cipher: ciphered_text = hvcvz, deciphered_text = rfmfj, Division = 106.6
1432: It Symbols cipher: ciphered_text = hhyrv, deciphered_text = ijllj, function_result = 106.6
1433: It Symbols cipher: ciphered_text = qmgtpnfzeb, deciphered_text = fbskzodgek, function_result = 106.6
1434: It Symbols cipher: ciphered_text = ljtmr, deciphered_text = glnjj, function_result = 106.6
1435: It Symbols cipher: ciphered_text = elqggffxoq, deciphered_text = iipqdnqqba, function_result = 106.6
1436: It Cyclic cipher: ciphered_text = runro, deciphered_text = adwax, Division = 106.6
1437: It Cyclic cipher: ciphered_text = dcvbc, deciphered_text = mlekl, Division = 106.6
1438: It Symbols cipher: ciphered_text = kpcni, deciphered_text = cmldu, function_result = 106.6
1439: It Symbols cipher: ciphered_text = zlwfs, deciphered_text = aqqjh, function_result = 106.6
1440: It Symbols cipher: ciphered_text = szqci, deciphered_text = nakir, function_result = 106.6
1441: It Symbols cipher: ciphered_text = hgfhvvganz, deciphered_text = uwcheeeilo, function_result = 106.6
1442: It Symbols cipher: ciphered_text = dihwg, deciphered_text = ekjcx, function_result = 106.6
1443: It Number cipher: ciphered_text =  56129954167112867093014105010, deciphered_text = mikyaxbdirscdekbhw, function_result = 106.61111111111111
1444: It Number cipher: ciphered_text =  455430278063063493481660181870, deciphered_text = aqgpljhpdujibpbvlf, function_result = 106.61111111111111
1445: It Number cipher: ciphered_text =  4810949735359132322872, deciphered_text = arlkycedfhkwk, function_result = 106.61538461538461
1446: It Number cipher: ciphered_text =  3663404210270101056151045, deciphered_text = dgcouhepamkwk, function_result = 106.61538461538461
1447: It Number cipher: ciphered_text =  6318242423224212420612106790, deciphered_text = aekzigvoabuxfhdh, function_result = 106.625
1448: It Symbols cipher: ciphered_text = brkaybws, deciphered_text = cbcfgoyx, function_result = 106.625
1449: It Symbols cipher: ciphered_text = adavfjug, deciphered_text = qujdffqd, function_result = 106.625
1450: It Symbols cipher: ciphered_text = xvsvezku, deciphered_text = icsfthlh, function_result = 106.625
1451: It Symbols cipher: ciphered_text = pcehhrwg, deciphered_text = lfklzbnb, function_result = 106.625
1452: It Number cipher: ciphered_text =  564836323510203565472454305636, deciphered_text = yoboasbaqzayadgi, function_result = 106.625
1453: It Symbols cipher: ciphered_text = tfemhnad, deciphered_text = jifgwcol, function_result = 106.625
1454: It Symbols cipher: ciphered_text = lnfvpxiw, deciphered_text = dejlicpz, function_result = 106.625
1455: It Symbols cipher: ciphered_text = vnrpnoxr, deciphered_text = datwsgja, function_result = 106.625
1456: It Number cipher: ciphered_text =  30143284816818816436705427445, deciphered_text = ixcovwceipddnfal, function_result = 106.625
1457: It Number cipher: ciphered_text =  1279502430542440327220742014368030, deciphered_text = irqahbkbvzezeivajec, function_result = 106.63157894736842
1458: It Number cipher: ciphered_text =  90353151230124850927290, deciphered_text = lgcqbmwbgenreu, function_result = 106.64285714285714
1459: It Cyclic cipher: ciphered_text = rpw, deciphered_text = ayf, Division = 106.66666666666667
1460: It Number cipher: ciphered_text =  252899016901580870608274036, deciphered_text = cdzbsgryebljsce, function_result = 106.66666666666667
1461: It Symbols cipher: ciphered_text = rabmfi, deciphered_text = dyfyca, function_result = 106.66666666666667
1462: It Number cipher: ciphered_text =  5056123680484512716624301518164510, deciphered_text = uacjeycsmlkgjbvclm, function_result = 106.66666666666667
1463: It Symbols cipher: ciphered_text = aqi, deciphered_text = gxa, function_result = 106.66666666666667
1464: It Cyclic cipher: ciphered_text = sby, deciphered_text = wfc, Division = 106.66666666666667
1465: It Symbols cipher: ciphered_text = huqzef, deciphered_text = fvkber, function_result = 106.66666666666667
1466: It Symbols cipher: ciphered_text = hss, deciphered_text = fcw, function_result = 106.66666666666667
1467: It Symbols cipher: ciphered_text = cwb, deciphered_text = zea, function_result = 106.66666666666667
1468: It Cyclic cipher: ciphered_text = xyt, deciphered_text = cdy, Division = 106.66666666666667
1469: It Cyclic cipher: ciphered_text = mjf, deciphered_text = nkg, Division = 106.66666666666667
1470: It Symbols cipher: ciphered_text = edtbtb, deciphered_text = dsuhka, function_result = 106.66666666666667
1471: It Symbols cipher: ciphered_text = qyptcs, deciphered_text = jdkmvd, function_result = 106.66666666666667
1472: It Cyclic cipher: ciphered_text = paw, deciphered_text = vgc, Division = 106.66666666666667
1473: It Symbols cipher: ciphered_text = heasru, deciphered_text = bipglr, function_result = 106.66666666666667
1474: It Symbols cipher: ciphered_text = lks, deciphered_text = ipg, function_result = 106.66666666666667
1475: It Symbols cipher: ciphered_text = zem, deciphered_text = pao, function_result = 106.66666666666667
1476: It Symbols cipher: ciphered_text = fse, deciphered_text = clq, function_result = 106.66666666666667
1477: It Cyclic cipher: ciphered_text = adquusulu, deciphered_text = hkxbbzbsb, Division = 106.66666666666667
1478: It Symbols cipher: ciphered_text = myb, deciphered_text = fcw, function_result = 106.66666666666667
1479: It Symbols cipher: ciphered_text = efr, deciphered_text = ndn, function_result = 106.66666666666667
1480: It Symbols cipher: ciphered_text = qhmmab, deciphered_text = deuocp, function_result = 106.66666666666667
1481: It Symbols cipher: ciphered_text = yvjxti, deciphered_text = onfdqh, function_result = 106.66666666666667
1482: It Cyclic cipher: ciphered_text = wqz, deciphered_text = cwf, Division = 106.66666666666667
1483: It Cyclic cipher: ciphered_text = pawfbr, deciphered_text = teajfv, Division = 106.66666666666667
1484: It Symbols cipher: ciphered_text = lafixi, deciphered_text = zavchd, function_result = 106.66666666666667
1485: It Symbols cipher: ciphered_text = aipnfk, deciphered_text = hiihhv, function_result = 106.66666666666667
1486: It Cyclic cipher: ciphered_text = htvqbofrb, deciphered_text = rdfalypbl, Division = 106.66666666666667
1487: It Symbols cipher: ciphered_text = troujv, deciphered_text = ighpgq, function_result = 106.66666666666667
1488: It Cyclic cipher: ciphered_text = pgc, deciphered_text = rie, Division = 106.66666666666667
1489: It Cyclic cipher: ciphered_text = cel, deciphered_text = gip, Division = 106.66666666666667
1490: It Number cipher: ciphered_text =  185215412102836126218204083072, deciphered_text = oiaumbgyitdmgevhfe, function_result = 106.66666666666667
1491: It Symbols cipher: ciphered_text = phw, deciphered_text = axg, function_result = 106.66666666666667
1492: It Symbols cipher: ciphered_text = fkt, deciphered_text = dug, function_result = 106.66666666666667
1493: It Cyclic cipher: ciphered_text = vto, deciphered_text = ecx, Division = 106.66666666666667
1494: It Cyclic cipher: ciphered_text = rqqlajbzg, deciphered_text = baavktljq, Division = 106.66666666666667
1495: It Cyclic cipher: ciphered_text = szi, deciphered_text = cjs, Division = 106.66666666666667
1496: It Cyclic cipher: ciphered_text = whl, deciphered_text = bmq, Division = 106.66666666666667
1497: It Number cipher: ciphered_text =  2904080128247011234512841612306, deciphered_text = fokcdylcliodmfaxaox, function_result = 106.6842105263158
1498: It Symbols cipher: ciphered_text = ralzplsqqf, deciphered_text = achlyfumii, function_result = 106.7
1499: It Symbols cipher: ciphered_text = bknyuyampu, deciphered_text = vleefndkmo, function_result = 106.7
1500: It Cyclic cipher: ciphered_text = akglffexoz, deciphered_text = cminhhgzqb, Division = 106.7
1501: It Cyclic cipher: ciphered_text = ysnaajypww, deciphered_text = gaviirgxee, Division = 106.7
1502: It Cyclic cipher: ciphered_text = dibhqhxctt, deciphered_text = kpioxoejaa, Division = 106.7
1503: It Cyclic cipher: ciphered_text = pjcydfkbfn, deciphered_text = qkdzeglcgo, Division = 106.7
1504: It Cyclic cipher: ciphered_text = zuhdxfqguc, deciphered_text = jernhpaqem, Division = 106.7
1505: It Cyclic cipher: ciphered_text = uotalcyvbz, deciphered_text = dxcjulheki, Division = 106.7
1506: It Symbols cipher: ciphered_text = xhcxsssxma, deciphered_text = lgcihzcglt, function_result = 106.7
1507: It Symbols cipher: ciphered_text = zinhxgnkto, deciphered_text = hqvacbyjra, function_result = 106.7
1508: It Symbols cipher: ciphered_text = sfmzcwngcd, deciphered_text = sabzhfrfgn, function_result = 106.7
1509: It Cyclic cipher: ciphered_text = gaghgyeqpt, deciphered_text = icijiagsrv, Division = 106.7
1510: It Number cipher: ciphered_text =  363722572720103020641480627127, deciphered_text = brhesnlcueocmchor, function_result = 106.70588235294117
1511: It Number cipher: ciphered_text =  7105683708208810090101096010, deciphered_text = bgifvdbopqbnsfook, function_result = 106.70588235294117
1512: It Cyclic cipher: ciphered_text = siyjead, deciphered_text = wmcnieh, Division = 106.71428571428571
1513: It Cyclic cipher: ciphered_text = rhwvchj, deciphered_text = wmbahmo, Division = 106.71428571428571
1514: It Cyclic cipher: ciphered_text = jrzouyv, deciphered_text = pxfuaeb, Division = 106.71428571428571
1515: It Symbols cipher: ciphered_text = cwwysga, deciphered_text = irfllqa, function_result = 106.71428571428571
1516: It Cyclic cipher: ciphered_text = yfsaiwg, deciphered_text = hobjrfp, Division = 106.71428571428571
1517: It Symbols cipher: ciphered_text = nwcaxvo, deciphered_text = ctsdvcd, function_result = 106.71428571428571
1518: It Symbols cipher: ciphered_text = kjmbpkh, deciphered_text = cwmydaf, function_result = 106.71428571428571
1519: It Cyclic cipher: ciphered_text = lffdpjz, deciphered_text = oiigsmc, Division = 106.71428571428571
1520: It Cyclic cipher: ciphered_text = pxhxwhh, deciphered_text = vdndcnn, Division = 106.71428571428571
1521: It Symbols cipher: ciphered_text = wbqggmk, deciphered_text = uapicnk, function_result = 106.71428571428571
1522: It Symbols cipher: ciphered_text = qinfcgq, deciphered_text = apjqmpb, function_result = 106.71428571428571
1523: It Number cipher: ciphered_text =  1890453644932542184016522756414, deciphered_text = efxbyfulcffxfkamkk, function_result = 106.72222222222223
1524: It Number cipher: ciphered_text =  544324310048278164224454950, deciphered_text = vhfxxldihemchmb, function_result = 106.73333333333333
1525: It Cyclic cipher: ciphered_text = fehh, deciphered_text = jill, Division = 106.75
1526: It Symbols cipher: ciphered_text = hzvstcmo, deciphered_text = zfdkcles, function_result = 106.75
1527: It Cyclic cipher: ciphered_text = deoo, deciphered_text = efpp, Division = 106.75
1528: It Number cipher: ciphered_text =  24184030702121618104846632420, deciphered_text = gftjmdjacvchayny, function_result = 106.75
1529: It Symbols cipher: ciphered_text = cuzm, deciphered_text = eqmh, function_result = 106.75
1530: It Cyclic cipher: ciphered_text = eing, deciphered_text = gkpi, Division = 106.75
1531: It Number cipher: ciphered_text =  82010206482811030301836101454, deciphered_text = hilaeygpublvmhhc, function_result = 106.75
1532: It Symbols cipher: ciphered_text = abgz, deciphered_text = zcjd, function_result = 106.75
1533: It Symbols cipher: ciphered_text = vmvd, deciphered_text = coip, function_result = 106.75
1534: It Symbols cipher: ciphered_text = zblf, deciphered_text = soha, function_result = 106.75
1535: It Cyclic cipher: ciphered_text = akdu, deciphered_text = islc, Division = 106.75
1536: It Symbols cipher: ciphered_text = oupcntsh, deciphered_text = obuwgkcd, function_result = 106.75
1537: It Number cipher: ciphered_text =  45672976054246428024182035, deciphered_text = uahhcfbczicnmlqz, function_result = 106.75
1538: It Symbols cipher: ciphered_text = bbfq, deciphered_text = auqd, function_result = 106.75
1539: It Symbols cipher: ciphered_text = zcmutjab, deciphered_text = dgubhrft, function_result = 106.75
1540: It Number cipher: ciphered_text =  6421547262025146036542, deciphered_text = tfqebjdesnza, function_result = 106.75
1541: It Number cipher: ciphered_text =  1090990634451042102563416548, deciphered_text = qkgdccnghlykloin, function_result = 106.75
1542: It Symbols cipher: ciphered_text = zqot, deciphered_text = hpcp, function_result = 106.75
1543: It Symbols cipher: ciphered_text = ubabasuc, deciphered_text = bltepdjq, function_result = 106.75
1544: It Symbols cipher: ciphered_text = ouqk, deciphered_text = graq, function_result = 106.75
1545: It Number cipher: ciphered_text =  2428324703563260365040, deciphered_text = kkdkybrdrcdr, function_result = 106.75
1546: It Symbols cipher: ciphered_text = xhag, deciphered_text = xpba, function_result = 106.75
1547: It Symbols cipher: ciphered_text = turjbwto, deciphered_text = isbimlhn, function_result = 106.75
1548: It Cyclic cipher: ciphered_text = xnsfdtmz, deciphered_text = fvanlbuh, Division = 106.75
1549: It Cyclic cipher: ciphered_text = imdw, deciphered_text = nrib, Division = 106.75
1550: It Cyclic cipher: ciphered_text = jyrbtjqh, deciphered_text = tibldtar, Division = 106.75
1551: It Number cipher: ciphered_text =  292720780271040109064, deciphered_text = iobfgebyvuna, function_result = 106.75
1552: It Cyclic cipher: ciphered_text = cbmq, deciphered_text = edos, Division = 106.75
1553: It Number cipher: ciphered_text =  20581623512121016216, deciphered_text = izdfvmneodfe, function_result = 106.75
1554: It Symbols cipher: ciphered_text = zlwc, deciphered_text = fwck, function_result = 106.75
1555: It Number cipher: ciphered_text =  9244352092420570940506561012, deciphered_text = hjfkcebkpeuxxiiod, function_result = 106.76470588235294
1556: It Number cipher: ciphered_text =  105020209212794912122740, deciphered_text = hihwaaxhazkcq, function_result = 106.76923076923077
1557: It Number cipher: ciphered_text =  702811825639813790954, deciphered_text = zlwihjmhbkjbf, function_result = 106.76923076923077
1558: It Number cipher: ciphered_text =  568424422010642691412, deciphered_text = gbvbbpqkikrva, function_result = 106.76923076923077
1559: It Symbols cipher: ciphered_text = ortsjwitc, deciphered_text = hbxdqjeri, function_result = 106.77777777777777
1560: It Symbols cipher: ciphered_text = gtrzyltog, deciphered_text = hcgotbxem, function_result = 106.77777777777777
1561: It Symbols cipher: ciphered_text = hurvbvxwf, deciphered_text = elxlvmgaa, function_result = 106.77777777777777
1562: It Symbols cipher: ciphered_text = edcgfdiqk, deciphered_text = jhemjgjos, function_result = 106.77777777777777
1563: It Symbols cipher: ciphered_text = psaxdjxyl, deciphered_text = irebwtbpb, function_result = 106.77777777777777
1564: It Number cipher: ciphered_text =  701897012186418271472273248455093640, deciphered_text = arerpenkcftidsqkefq, function_result = 106.78947368421052
1565: It Number cipher: ciphered_text =  5402402032100562716241521482130709012, deciphered_text = clctgcsabmteunmvdho, function_result = 106.78947368421052
1566: It Symbols cipher: ciphered_text = eotvpaojlk, deciphered_text = qdpnsienfd, function_result = 106.8
